"a4a0a08","n0vad3v","Mon, 14 Nov 2022 11:22:30 +0800","Update typo",	 1 file changed, 1 insertion(+), 3 deletions(-)	
"7b13600","n0vad3v","Mon, 14 Nov 2022 11:17:01 +0800","update response record_type",	 1 file changed, 20 insertions(+), 5 deletions(-)	
"5814657","n0vad3v","Mon, 14 Nov 2022 11:03:57 +0800","Update docs/guide/api-reference/record.md",	 1 file changed, 110 insertions(+), 63 deletions(-)	
"0eb0994","n0vad3v","Mon, 14 Nov 2022 10:25:39 +0800","Add /v1/withdrawal/status docs",	 1 file changed, 67 insertions(+), 3 deletions(-)	
"4936803","zhouqiang","Fri, 11 Nov 2022 20:11:41 +0800","Update mint-nfts-on-layer-2.md",	 1 file changed, 2 insertions(+), 2 deletions(-)	
"d926510","n0vad3v","Thu, 10 Nov 2022 20:24:18 +0800","Try optimize some of our docs",	 8 files changed, 63 insertions(+), 43 deletions(-)	
"13b6d68","n0vad3v","Thu, 10 Nov 2022 17:43:00 +0800","Update orders/balances API",	 3 files changed, 182 insertions(+), 59 deletions(-)	
"82dc608","n0vad3v","Wed, 9 Nov 2022 17:05:23 +0800","Update two API docs",	 3 files changed, 20 insertions(+), 12 deletions(-)	
"bb43707","n0vad3v","Wed, 9 Nov 2022 16:05:53 +0800","Remove withdrawal API",	 1 file changed, 41 deletions(-)	
"2bb1681","KieSun","Tue, 8 Nov 2022 16:05:39 +0800","update doc",	 1 file changed, 2 insertions(+), 2 deletions(-)	
"fd899c9","KieSun","Mon, 7 Nov 2022 21:14:19 +0800","update doc",	 10 files changed, 13 insertions(+), 13 deletions(-)	
"40bb6d5","n0vad3v","Mon, 7 Nov 2022 17:37:01 +0800","Use updated video",	 2 files changed, 0 insertions(+), 0 deletions(-)	
"1a397f2","n0vad3v","Mon, 7 Nov 2022 10:04:28 +0800","Add transfer NFT video",	 2 files changed, 5 insertions(+), 1 deletion(-)	
"0c733d9","n0vad3v","Mon, 7 Nov 2022 09:34:11 +0800","Add docs/public/connect-wallet.mp4",	 2 files changed, 5 insertions(+), 1 deletion(-)	
"8ded1bd","n0vad3v","Sun, 6 Nov 2022 21:37:20 +0800","Try using some videos",	 4 files changed, 13 insertions(+), 4 deletions(-)	
"66c97df","Shark","Thu, 3 Nov 2022 11:16:09 +0800","transfer_label_update",	 4 files changed, 519 insertions(+), 3 deletions(-)	
"523a1ad","Shark","Wed, 2 Nov 2022 23:43:36 +0800","gif_update_and_red_mark",	 31 files changed, 814 insertions(+), 261 deletions(-)	
"a4e29a2","KieSun","Fri, 28 Oct 2022 19:48:17 +0800","update doc",	 1 file changed, 1 insertion(+), 1 deletion(-)	
"3c7efd0","Qiang Zhou","Tue, 25 Oct 2022 15:49:32 +0800","fix dead faucet",	 9 files changed, 9 insertions(+), 9 deletions(-)	
"3038b83","KieSun","Thu, 20 Oct 2022 15:31:41 +0800","update doc",	 1 file changed, 1 insertion(+), 1 deletion(-)	
"4b7b7a1","KieSun","Thu, 20 Oct 2022 15:29:56 +0800","update doc",	 1 file changed, 1 insertion(+), 1 deletion(-)	
"4cf2d9f","KieSun","Thu, 20 Oct 2022 15:18:12 +0800","update doc",	 5 files changed, 97 insertions(+)	
"9fe1628","yck","Thu, 20 Oct 2022 15:16:51 +0800","Delete docs/guide/reference directory",	 1 file changed, 27 deletions(-)	
"f03c571","yck","Thu, 20 Oct 2022 15:16:41 +0800","Delete docs/guide/Reference directory",	 4 files changed, 70 deletions(-)	
"0957816","yck","Thu, 20 Oct 2022 15:08:32 +0800","Rename docs/guide/Reference/Terminology.md to docs/guide/reference/terminology.md",	 1 file changed, 1 insertion(+), 1 deletion(-)	
"cc090f9","KieSun","Thu, 20 Oct 2022 14:53:54 +0800","update doc",	 1 file changed, 2 insertions(+), 2 deletions(-)	
"448c6ca","KieSun","Thu, 20 Oct 2022 14:45:41 +0800","update doc",	 43 files changed, 1299 insertions(+), 1290 deletions(-)	
"a82ee5f","KieSun","Wed, 19 Oct 2022 14:40:31 +0800","update doc",	 69 files changed, 5635 insertions(+)	
"c3becea","KieSun","Wed, 19 Oct 2022 14:39:10 +0800","update doc",	 30 files changed, 1 insertion(+), 2300 deletions(-)	
"d16c8fc","n0vad3v","Tue, 18 Oct 2022 13:10:16 +0800","update docs",	 1 file changed, 9 insertions(+), 6 deletions(-)	
"c9a8418","n0vad3v","Tue, 18 Oct 2022 11:54:02 +0800","Update typo on transfers api",	 1 file changed, 3 insertions(+), 3 deletions(-)	
"eeb8ec1","n0vad3v","Fri, 14 Oct 2022 12:30:21 +0800","Fix typo on nonce",	 1 file changed, 3 insertions(+), 6 deletions(-)	
"8e72041","n0vad3v","Fri, 14 Oct 2022 12:22:55 +0800","Fix typo on vaults API",	 1 file changed, 1 insertion(+), 1 deletion(-)	
"4ee3622","zhouqiang","Thu, 13 Oct 2022 22:59:08 +0800","delete useless contract name",	 1 file changed, 2 insertions(+), 2 deletions(-)	
"5389eb7","n0vad3v","Thu, 13 Oct 2022 15:38:01 +0800","update contracts fields",	 1 file changed, 5 insertions(+), 5 deletions(-)	
"62db5a1","n0vad3v","Thu, 13 Oct 2022 11:00:33 +0800","update",	 1 file changed, 2 deletions(-)	
"1117bf8","n0vad3v","Thu, 13 Oct 2022 10:51:57 +0800","Add marketplace API",	 1 file changed, 141 insertions(+)	
"51c8d64","n0vad3v","Tue, 27 Sep 2022 09:34:44 +0800","Add more fields for contracts",	 1 file changed, 24 insertions(+)	
"0e72bf3","neilydhan","Mon, 5 Sep 2022 23:20:29 +0800","add in orderbook for js sdk quickstart",	 1 file changed, 53 insertions(+), 1 deletion(-)	
"78c97c0","neilydhan","Mon, 5 Sep 2022 22:57:52 +0800","update the jssdk quickstart",	 2 files changed, 15 insertions(+), 4 deletions(-)	
"dc03085","n0vad3v","Mon, 5 Sep 2022 16:17:03 +0800","remove table",	 1 file changed, 19 deletions(-)	
"0023924","n0vad3v","Mon, 5 Sep 2022 16:10:57 +0800","update table",	 1 file changed, 19 insertions(+)	
"305b581","n0vad3v","Mon, 5 Sep 2022 16:06:17 +0800","update",	 1 file changed, 5 insertions(+), 9 deletions(-)	
"eed58c9","n0vad3v","Mon, 5 Sep 2022 15:47:48 +0800","Fix quote",	 1 file changed, 7 insertions(+), 7 deletions(-)	
"fece66d","n0vad3v","Mon, 5 Sep 2022 15:46:39 +0800","Remove example",	 1 file changed, 6 deletions(-)	
"d3dd2f9","n0vad3v","Mon, 5 Sep 2022 13:12:12 +0800","Add Order API",	 3 files changed, 6482 insertions(+), 2614 deletions(-)	
"b436d87","KieSun","Sat, 3 Sep 2022 13:00:06 +0800","feat: add home page",	 3 files changed, 26 insertions(+), 12 deletions(-)	
"ac4085a","KieSun","Tue, 30 Aug 2022 12:05:22 +0800","feat: route",	 1 file changed, 1 insertion(+), 1 deletion(-)	
"54bb5fc","KieSun","Tue, 30 Aug 2022 11:55:03 +0800","feat: 修改文档",	 8 files changed, 1092 insertions(+), 86 deletions(-)	
"071a4fe","KieSun","Sun, 28 Aug 2022 09:29:43 +0800","chore: keywords",	 1 file changed, 1 insertion(+)	
"a4edb7f","KieSun","Tue, 23 Aug 2022 16:59:38 +0800","chore: seo",	 1 file changed, 1 insertion(+), 1 deletion(-)	
"0c89b09","KieSun","Tue, 23 Aug 2022 16:57:01 +0800","chore: seo",	 2 files changed, 1 insertion(+), 11 deletions(-)	
"48416da","KieSun","Tue, 23 Aug 2022 16:48:23 +0800","chore: seo",	 2 files changed, 13 insertions(+), 1 deletion(-)	
"41f423e","KieSun","Tue, 23 Aug 2022 16:22:43 +0800","chore: seo",	 4 files changed, 711 insertions(+), 452 deletions(-)	
"3bf575e","neilydhan","Tue, 23 Aug 2022 16:01:45 +0800","add notes on api key access",	 3 files changed, 12 insertions(+), 4 deletions(-)	
"2e04f34","neilydhan","Tue, 23 Aug 2022 14:45:44 +0800","update layer2-nft-jsminting.png to a bigger font and wider display",	 2 files changed, 1 insertion(+), 1 deletion(-)	
"ec4e8a4","neilydhan","Tue, 23 Aug 2022 14:34:14 +0800","update layer2-nft-jsminting.png",	 1 file changed, 0 insertions(+), 0 deletions(-)	
"101ae94","neilydhan","Thu, 18 Aug 2022 12:54:51 +0800","update hard coded address/key on nft-jssdk.md",	 1 file changed, 3 insertions(+), 3 deletions(-)	
"b4039d7","neilydhan","Thu, 18 Aug 2022 11:39:12 +0800","change the api key to parameter",	 1 file changed, 2 insertions(+), 2 deletions(-)	
"16e6ef6","neilydhan","Thu, 18 Aug 2022 11:33:23 +0800","update nft-jssdk.md for customer integration",	 4 files changed, 88 insertions(+), 68 deletions(-)	
"69b7610","neilydhan","Wed, 17 Aug 2022 02:24:11 +0800","add in layer 2 mint on nft-jssdk.md",	 1 file changed, 36 insertions(+)	
"adbdd5f","neilydhan","Mon, 15 Aug 2022 13:39:12 +0800","update the NFT JD integration doc",	 1 file changed, 13 insertions(+), 21 deletions(-)	
"7048690","zhouqiang","Mon, 15 Aug 2022 13:24:13 +0800","Update layer2introduction.md",	 1 file changed, 2 insertions(+), 2 deletions(-)	
"c39bc1c","KieSun","Fri, 12 Aug 2022 15:03:03 +0800","update config",	 1 file changed, 1 insertion(+), 1 deletion(-)	
"98bef62","neilydhan","Fri, 12 Aug 2022 13:54:18 +0800","change the readme to english version",	 1 file changed, 14 insertions(+), 14 deletions(-)	
"9353512","KieSun","Thu, 11 Aug 2022 21:51:38 +0800","config",	 1 file changed, 1 insertion(+), 1 deletion(-)	
"7775970","KieSun","Thu, 11 Aug 2022 21:50:23 +0800","add build bash",	 1 file changed, 14 insertions(+)	
"dde40e4","neilydhan","Thu, 11 Aug 2022 21:08:27 +0800","update overview.png image background color to white",	 1 file changed, 0 insertions(+), 0 deletions(-)	
"db17f61","n0vad3v","Thu, 11 Aug 2022 20:47:08 +0800","refine",	 1 file changed, 9 insertions(+), 9 deletions(-)	
"bf66970","n0vad3v","Thu, 11 Aug 2022 20:45:05 +0800","Change to correct location",	 2 files changed, 17 insertions(+), 686 deletions(-)	
"43005ed","n0vad3v","Thu, 11 Aug 2022 20:39:29 +0800","Refine API doc",	 1 file changed, 668 insertions(+)	
"177a21d","neilydhan","Thu, 11 Aug 2022 17:31:22 +0800","add more erc20, eth docs, add back sdk, move apis docs location",	 8 files changed, 371 insertions(+), 25 deletions(-)	
"1c6384f","KieSun","Thu, 11 Aug 2022 17:20:53 +0800","doc config",	 2 files changed, 25 insertions(+)	
"ff71369","n0vad3v","Thu, 11 Aug 2022 17:06:10 +0800","Fix request methods",	 1 file changed, 4 insertions(+), 5 deletions(-)	
"02f017a","neilydhan","Thu, 11 Aug 2022 16:50:17 +0800","update title",	 1 file changed, 2 insertions(+), 2 deletions(-)	
"1c132ef","neilydhan","Thu, 11 Aug 2022 16:41:36 +0800","adding in all the basic documentations",	 13 files changed, 877 insertions(+), 461 deletions(-)	
"e99d5ee","Qiang Zhou","Thu, 11 Aug 2022 09:10:41 +0800","add terminology",	 2 files changed, 34 insertions(+)	
"88126cd","KieSun","Tue, 9 Aug 2022 14:44:59 +0800","request api",	 2 files changed, 414 insertions(+)	
"3a3feaa","KieSun","Tue, 9 Aug 2022 12:16:41 +0800","keypair api",	 1 file changed, 19 insertions(+)	
"be48660","KieSun","Tue, 9 Aug 2022 12:16:30 +0800","contract api",	 1 file changed, 74 insertions(+)	
"59fda69","KieSun","Tue, 9 Aug 2022 12:16:24 +0800","init api",	 1 file changed, 2 deletions(-)	
"73671bb","KieSun","Tue, 9 Aug 2022 12:16:13 +0800","utils api",	 1 file changed, 36 insertions(+)	
"d1ef949","Qiang Zhou","Tue, 9 Aug 2022 11:25:45 +0800","add componet",	 4 files changed, 28 insertions(+)	
"9f85f69","KieSun","Tue, 9 Aug 2022 11:03:45 +0800","init sdk api",	 2 files changed, 30 insertions(+), 1 deletion(-)	
"1ce5c82","KieSun","Tue, 9 Aug 2022 11:01:50 +0800","redirect",	 1 file changed, 8 insertions(+), 26 deletions(-)	
"b89ed78","KieSun","Tue, 9 Aug 2022 11:01:31 +0800","add plugin",	 4 files changed, 527 insertions(+), 382 deletions(-)	
"e5f82a3","n0vad3v","Tue, 9 Aug 2022 10:30:36 +0800","Add Layer2 APIs",	 4 files changed, 680 insertions(+), 7 deletions(-)	
"03f0801","Qiang Zhou","Tue, 9 Aug 2022 09:07:40 +0800","update image",	 1 file changed, 0 insertions(+), 0 deletions(-)	
"e8fb2ec","KieSun","Mon, 8 Aug 2022 17:25:49 +0800","chore: slient config",	 1 file changed, 5 insertions(+)	
"3aac899","KieSun","Mon, 8 Aug 2022 17:14:27 +0800","chore: update readme",	 1 file changed, 4 insertions(+)	
"6cbe555","KieSun","Mon, 8 Aug 2022 17:13:08 +0800","fix: image path",	 4 files changed, 10 insertions(+), 8 deletions(-)	
"c1685c8","Qiang Zhou","Mon, 8 Aug 2022 16:53:53 +0800","add images",	 3 files changed, 2074 insertions(+)	
"8e12d85","Qiang Zhou","Mon, 8 Aug 2022 15:44:17 +0800","add overview",	 2 files changed, 376 insertions(+), 1031 deletions(-)	
"fcc0772","KieSun","Thu, 14 Jul 2022 16:09:26 +0800","chore: update readme",	 2 files changed, 31 insertions(+), 1 deletion(-)	
"0f95a95","KieSun","Thu, 14 Jul 2022 15:58:25 +0800","docs: add service nav",	 8 files changed, 57 insertions(+), 13 deletions(-)	
"a4bd4ed","KieSun","Mon, 27 Jun 2022 21:37:43 +0800","chore: pkg json",	 1 file changed, 1 deletion(-)	
"379aabe","KieSun","Mon, 27 Jun 2022 21:34:03 +0800","feat: doc 主题变更",	 503 files changed, 1103 insertions(+), 120967 deletions(-)	
"42ff53d","xuwu","Mon, 6 Jun 2022 18:29:14 +0800","config",	 1 file changed, 1 deletion(-)	
"ad8ba26","xuwu","Mon, 6 Jun 2022 17:58:14 +0800","config",	 1 file changed, 1 insertion(+)	
"cbcc51f","xuwu","Mon, 6 Jun 2022 17:48:39 +0800","init",	 543 files changed, 112792 insertions(+), 3224 deletions(-)	
"adced04","xuwu","Mon, 6 Jun 2022 16:38:17 +0800","init",	 45 files changed, 11623 insertions(+), 1 deletion(-)	
"8fef03a","yck","Mon, 6 Jun 2022 14:31:44 +0800","Initial commit",	 1 file changed, 1 insertion(+)	
